2.51615279855186E-7,0,0,0,20,<Filling>,0,0
4.17470231726244E-7,4.27407333978221E-11,4.27407333978221E-11,0,20,<Filling>,0,0
5.83325183597302E-7,9.38824971062979E-11,9.38824971062979E-11,0,20,<Filling>,0,0
7.4918013546836E-7,1.67180398691736E-10,1.67180398691736E-10,0,20,<Filling>,0,0
1.231530959825344E-6,2.62507452291344E-10,2.62507452291344E-10,0,20,<Filling>,0,0
1.623961311655223E-6,6.52709991484733E-10,6.52709991484733E-10,0,20,<Filling>,0,0
2.016391663485102E-6,1.10238819697438E-9,1.10238819697438E-9,0,20,<Filling>,0,0
2.408822015314981E-6,1.67396603735132E-9,1.67396603735132E-9,0,20,<Filling>,0,0
2.8012523671448603E-6,2.36850636768337E-9,2.36850636768337E-9,0,20,<Filling>,0,0
3.2495533689814723E-6,3.18625103661427E-9,3.18625103661427E-9,0,20,<Filling>,0,0
3.6978543708180844E-6,4.27119631697988E-9,4.27119631697988E-9,0,20,<Filling>,0,0
4.146155372654696E-6,5.51691560355864E-9,5.51691560355864E-9,0,20,<Filling>,0,0
4.594456374491308E-6,6.92339451997765E-9,6.92339451997765E-9,0,20,<Filling>,0,0
5.189191119082125E-6,8.49062640685537E-9,8.49062640685537E-9,0,20,<Filling>,0,0
5.7839258636729415E-6,1.08178664146661E-8,1.08178664146661E-8,0,20,<Filling>,0,0
6.378660608263758E-6,1.34280150619661E-8,1.34280150619661E-8,0,20,<Filling>,0,0
6.973395352854575E-6,1.6321065746008E-8,1.6321065746008E-8,0,20,<Filling>,0,0
8.049878029886215E-6,1.94970117720644E-8,1.94970117720644E-8,0,20,<Filling>,0,0
9.126360706917855E-6,2.59649470198297E-8,2.59649470198297E-8,0,20,<Filling>,0,0
1.0202843383949495E-5,3.3359635376241E-8,3.3359635376241E-8,0,20,<Filling>,0,0
1.1279326060981136E-5,4.16810375721707E-8,4.16810375721707E-8,0,20,<Filling>,0,0
1.4388965498451305E-5,5.09291136254425E-8,5.09291136254425E-8,0,20,<Filling>,0,0
1.7498604935921476E-5,8.52981024456981E-8,8.52981024456981E-8,0,20,<Filling>,0,0
2.0608244373391646E-5,1.27385781420652E-7,1.27385781420652E-7,0,20,<Filling>,0,0
2.6014319768569905E-5,1.77201432779497E-7,1.77201432779497E-7,0,20,<Filling>,0,0
2.7636142387123384E-5,2.85613478786275E-7,2.85613478786275E-7,0,20,<Filling>,0,0
2.9257965005676863E-5,3.20932285026124E-7,3.20932285026124E-7,0,20,<Filling>,0,0
3.087978762423034E-5,3.58461152767386E-7,3.58461152767386E-7,0,20,<Filling>,0,0
3.544050229230251E-5,3.98108616471912E-7,3.98108616471912E-7,0,20,<Filling>,0,0
4.000121696037468E-5,5.24553849241432E-7,5.24553849241432E-7,0,20,<Filling>,0,0
4.136943136079633E-5,6.67353792868955E-7,6.67353792868955E-7,0,20,<Filling>,0,0
4.273764576121798E-5,7.12221488551256E-7,7.12221488551256E-7,0,20,<Filling>,0,0
4.410586016163963E-5,7.58667406535128E-7,7.58667406535128E-7,0,20,<Filling>,0,0
5.0874008715501825E-5,8.06621303585421E-7,8.06621303585421E-7,0,20,<Filling>,0,0
5.7642157269364023E-5,1.07586310574375E-6,1.07586310574375E-6,0,20,<Filling>,0,0
5.7788627957309364E-5,1.38096050511655E-6,1.38096050511655E-6,0,20,<Filling>,0,0
5.7935098645254705E-5,1.38769876253504E-6,1.38769876253504E-6,0,20,<Filling>,0,0
5.8081569333200046E-5,1.39447263819036E-6,1.39447263819036E-6,0,20,<Filling>,0,0
5.845719871884859E-5,1.40126652439382E-6,1.40126652439382E-6,0,20,<Filling>,0,0
5.883282810449714E-5,1.41879273676018E-6,1.41879273676018E-6,0,20,<Filling>,0,0
5.920845749014569E-5,1.43643006835131E-6,1.43643006835131E-6,0,20,<Filling>,0,0
5.980613674435027E-5,1.45417977826513E-6,1.45417977826513E-6,0,20,<Filling>,0,0
6.040381599855485E-5,1.48262028306981E-6,1.48262028306981E-6,0,20,<Filling>,0,0
6.100149525275943E-5,1.51132892447027E-6,1.51132892447027E-6,0,20,<Filling>,0,0
6.1599174506964E-5,1.54031757743963E-6,1.54031757743963E-6,0,20,<Filling>,0,0
6.310183318410961E-5,1.56959046847029E-6,1.56959046847029E-6,0,20,<Filling>,0,0
6.460449186125522E-5,1.64444691098675E-6,1.64444691098675E-6,0,20,<Filling>,0,0
6.610715053840083E-5,1.72110518451673E-6,1.72110518451673E-6,0,20,<Filling>,0,0
6.760980921554644E-5,1.79956528987391E-6,1.79956528987391E-6,0,20,<Filling>,0,0
7.546616363434781E-5,1.87982706538606E-6,1.87982706538606E-6,0,20,<Filling>,0,0
8.332251805314918E-5,2.3287868384945E-6,2.3287868384945E-6,0,20,<Filling>,0,0
9.117887247195055E-5,2.82697526007708E-6,2.82697526007708E-6,0,20,<Filling>,0,0
9.903522689075192E-5,3.37437734432312E-6,3.37437734432312E-6,0,20,<Filling>,0,0
1.3743776521910043E-4,3.97097761085995E-6,3.97097761085995E-6,0,20,<Filling>,0,0
1.3797723918009566E-4,7.59443775853923E-6,7.59443775853923E-6,0,20,<Filling>,0,0
1.385167131410909E-4,7.65370562295687E-6,7.65370562295687E-6,0,20,<Filling>,0,0
1.3905618710208614E-4,7.71320451720116E-6,7.71320451720116E-6,0,20,<Filling>,0,0
1.3959566106308137E-4,7.77293479096674E-6,7.77293479096674E-6,0,20,<Filling>,0,0
1.407751510230157E-4,7.83289657059686E-6,7.83289657059686E-6,0,20,<Filling>,0,0
1.4195464098295003E-4,7.96480171941451E-6,7.96480171941451E-6,0,20,<Filling>,0,0
1.4313413094288436E-4,8.09781357613794E-6,8.09781357613794E-6,0,20,<Filling>,0,0
1.443136209028187E-4,8.23193209184591E-6,8.23193209184591E-6,0,20,<Filling>,0,0
1.4684947439033618E-4,8.36715721268693E-6,8.36715721268693E-6,0,20,<Filling>,0,0
1.4938532787785367E-4,8.66163229952313E-6,8.66163229952313E-6,0,20,<Filling>,0,0
